score,at,content,label,processing_result
3,7/15/2021 14:28,"Sebenarnya penjelasan bagus banget dan langsung ke isinya tapi ada beberapa vidio yang di pertengahannya gak ada suara, trus ada beberapa vidio yang di pertengahan malah berenti, jadi tolong di perbaiki lagi trimakasih",1,"['jelas', 'bagus', 'banget', 'langsung', 'isi', 'ada', 'vidio', 'tengah', 'gak', 'ada', 'suara', 'trus', 'ada', 'vidio', 'tengah', 'renti', 'tolong', 'baik', 'trimakasih']"
3,12/20/2022 12:58,apknya akhir akhir ini di aku kok sering bermasalah ya,0,"['apknya', 'masalah', 'ya']"
1,8/18/2022 9:05,"Saya sangat berharap banget zenius lebih ramah dalan sinyal, karena banyak user zenius yang tinggal di daerah kampung seperti saya yang kualitas sinyalnya jelek. Tapi anehnya saat untuk bermain game Mobile Legend bagusnya setengah mati, dipake buat belajar sama zenius sinyalnya ilang entah kemana, saya harus gmn nih, padahal udh pake VPN juga sama aja, coba ini itu, apus cache BLA BLA sama aja. Benerin webnya nanti dulu dong, appsnya dulu",0,"['harap', 'banget', 'zenius', 'ramah', 'dal', 'sinyal', 'user', 'zenius', 'tinggal', 'daerah', 'kampung', 'kualitas', 'sinyal', 'jelek', 'aneh', 'main', 'game', 'mobile', 'legend', 'bagus', 'mati', 'dipake', 'ajar', 'zenius', 'sinyal', 'ilang', 'mana', 'gmn', 'nih', 'udh', 'pake', 'vpn', 'aja', 'coba', 'apus', 'cache', 'bla', 'bla', 'aja', 'benerin', 'webnya', 'appsnya']"
1,10/9/2022 14:28,Bikin aplikasi yang bener bego,0,"['bikin', 'aplikasi', 'bener', 'bego']"
1,10/18/2022 15:19,"Loading ke menu-menu dan materi lama bgt, sangat mengganggu keproduktivitasan kami yang ingin belajar. Dari dulu sampai sekarang sepertinya selalu seperti ini yang menjadi kendala, kalau udah lemot learners pasti pada males buat lanjutin trus tutup aplikasi gk jadi belajar.",0,"['loading', 'menu', 'menu', 'materi', 'lama', 'bgt', 'ganggu', 'produktivitas', 'ajar', 'kendala', 'udah', 'lot', 'learners', 'males', 'lanjutin', 'trus', 'tutup', 'aplikasi', 'gk', 'ajar']"
1,8/31/2022 7:37,"Ini kenapa dengan zenru nya, saya mau nambah penilaian tidak bisa. Sedangkan temen tentor saya bisa. Kasi solusi dong",0,"['zenru', 'nya', 'nambah', 'nilai', 'tidak', 'temen', 'tentor', 'kasi', 'solusi']"
5,9/29/2022 13:23,Bagus sih aplikasinya hanya kalo ada bahasa Mandarin lebih bagus bisa membantu saya kalo sisanya yang sudah ada juga sudah bagus cara jelasinnya langsung buat saya paham pokoknya bagus deh ðŸ˜ŠðŸ˜ŠðŸ‘ŒðŸ‘Œ,2,"['bagus', 'sih', 'aplikasi', 'kalo', 'ada', 'bahasa', 'mandarin', 'bagus', 'bantu', 'kalo', 'sisa', 'ada', 'bagus', 'jelasinnya', 'langsung', 'paham', 'pokok', 'bagus', 'deh']"
1,11/20/2022 2:53,"Habis diperbarui malah ga bisa dibuka sama sekali, loading mulu.. Udah premium masih ada materi yg ketutup.. Tolong diperbaiki kedepannya",0,"['habis', 'baru', 'ga', 'buka', 'loading', 'mulu', 'udah', 'premium', 'ada', 'materi', 'yg', 'tutup', 'tolong', 'baik', 'depan']"
3,4/16/2022 3:23,pas mau buka video pembelajaran sama soal evaluasi loadingnya lama bgt. padahal koneksi internet saya bagus. ini tuh buang2 waktu. tolong diperbaiki ya,0,"['pas', 'buka', 'video', 'ajar', 'soal', 'evaluasi', 'loadingnya', 'lama', 'bgt', 'koneksi', 'internet', 'bagus', 'tuh', 'buang', 'tolong', 'baik', 'ya']"
5,8/4/2022 13:15,Aku jadi pintar,2,['pintar']
4,3/28/2022 9:34,"Min video yang gagal terdownload kan udah masuk ke bagian 'unduhan', itu diputar tidak bisa, mau saya hapus tidak bisa, mau saya download ulang tidak bisa. Solusinya bagaimana ya min?",0,"['min', 'video', 'gagal', 'terdownload', 'udah', 'masuk', 'unduh', 'putar', 'tidak', 'hapus', 'tidak', 'download', 'ulang', 'tidak', 'solusi', 'ya', 'min']"
5,4/12/2022 9:34,"Zenius tuh bagus bangettt, soal Try out yang gak susah tapi ga gampanh juga, penjelasan nya gampang di pahami, pokoknya best lah",2,"['zenius', 'tuh', 'bagus', 'bangettt', 'soal', 'try', 'out', 'gak', 'susah', 'ga', 'gampanh', 'jelas', 'nya', 'gampang', 'paham', 'pokok', 'best']"
1,11/14/2022 0:08,kasih bintang 1 dlu soalnya sudah 1 Minggu sya gx bisa beli pelatihan lain... katanya pelatihan sya belum selesai d sini... padahal sya sudah menyelesaikan pelatihan nya 100% & sudah dapat sertifikat...,0,"['kasih', 'bintang', 'dlu', 'minggu', 'sya', 'gx', 'beli', 'latih', 'latih', 'sya', 'belum', 'selesai', 'd', 'sya', 'selesai', 'latih', 'nya', 'sertifikat']"
5,9/29/2022 7:52,Di Sekolah Ga mudeng karna Guru Lebih milih Yg ngerti Untuk di ajarin Lagi nyari nyari Apk Buat belajar Eh ada Zenius ðŸ˜,2,"['sekolah', 'ga', 'mudeng', 'karna', 'guru', 'milih', 'yg', 'ngerti', 'ajarin', 'nyari', 'nyari', 'apk', 'ajar', 'eh', 'ada', 'zenius']"
5,11/2/2022 16:16,Bagus banget penjelasan materinya mudah di pahami,2,"['bagus', 'banget', 'jelas', 'materi', 'mudah', 'paham']"
5,12/3/2022 11:43,Aplikasi ini sangat bagus ðŸ‘,2,"['aplikasi', 'bagus']"
1,2/7/2022 4:27,Tidak dapat menginstall.,0,"['tidak', 'menginstall']"
5,5/28/2022 12:01,Udah bagus,2,"['udah', 'bagus']"
1,5/10/2022 6:20,Zenius spam telpon dan WhatsApp. Sangat menggangu sekali,0,"['zenius', 'spam', 'telpon', 'whatsapp', 'menggangu']"
5,9/28/2022 17:41,"SUMPAH BAGUS BANGET, AKU BARU 2 MINGGU PAKAI LANGSUNG JAGO ðŸ˜­ðŸ˜­ aku rekomendasiin ini aplikasi buat kalian yang suka belajar cepat dan cepat menanggapi.",2,"['sumpah', 'bagus', 'banget', 'minggu', 'pakai', 'langsung', 'jago', 'rekomendasiin', 'aplikasi', 'suka', 'ajar', 'cepat', 'cepat', 'tanggap']"
1,9/18/2022 12:28,Makin lama makin enggak sesuai sama pelajaran sekolah. Atau sekolah saya yang enggak sesuai sama zenius,0,"['lama', 'sesuai', 'ajar', 'sekolah', 'sekolah', 'sesuai', 'zenius']"
1,7/3/2022 10:22,"waktu promosi paket ada daftar konsul. giliran chat konsul ga ada yg njawab, bego... udah bayar 900rb buat tersesat doang buat apa? SUMPAH BUAT KALIAN MENDING DOWNLOAD RUANG GURU. ga menghargai orang cari duit bener ni aplikasi.",0,"['promosi', 'paket', 'ada', 'daftar', 'konsul', 'gilir', 'chat', 'konsul', 'ga', 'ada', 'yg', 'njawab', 'bego', 'udah', 'bayar', 'rb', 'sesat', 'doang', 'sumpah', 'mending', 'download', 'ruang', 'guru', 'ga', 'harga', 'orang', 'cari', 'duit', 'bener', 'ni', 'aplikasi']"
3,4/17/2020 3:40,aplikasi yg bagus ... sayangnya masih banyak pembahasan yg salah hitung (khususnya dlm matematika),1,"['aplikasi', 'yg', 'bagus', 'sayang', 'bahas', 'yg', 'salah', 'hitung', 'dlm', 'matematika']"
3,7/28/2022 10:21,"Jika boleh bertanya knp materi nya kurang lengkap yh ? dalam 1 pelajaran hanya bisa akses 2 bab saja, sebelumnya tidak seperti ini.",0,"['knp', 'materi', 'nya', 'kurang', 'lengkap', 'yh', 'ajar', 'akses', 'bab', 'tidak']"
5,10/30/2022 2:49,Membantu anak saya belajar lebih mudah & murah.,2,"['bantu', 'anak', 'ajar', 'mudah', 'murah']"
5,10/7/2022 6:59,"aplikasi ini sangat membantu, materinya simpel, mudah dimengerti oleh siswa",2,"['aplikasi', 'bantu', 'materi', 'simpel', 'mudah', 'erti', 'siswa']"
1,10/22/2022 13:09,jan spam call plsss,0,"['jan', 'spam', 'call', 'plsss']"
3,4/1/2020 1:03,Bagus tapi kebanyakan update,1,"['bagus', 'banyak', 'update']"
5,5/20/2022 22:44,"sgt membantu sekali guys, tingkat soalnya susah bgt lov deh",2,"['sgt', 'bantu', 'guys', 'tingkat', 'susah', 'bgt', 'lov', 'deh']"
5,2/9/2022 11:23,"I really like this application, because it has helped me to prepare for the even semester exams",2,"['i', 'really', 'like', 'this', 'application', 'because', 'it', 'has', 'helped', 'me', 'to', 'prepare', 'for', 'the', 'even', 'semester', 'exams']"
3,3/8/2022 10:48,"Sebelumnya saya minta maaf kepada zenius, saya adalah guru mapel PAI, setelah saya download dan cek, kok tidak ada hal yang berkaitan dengan pembelajaran PAI ya min? Kalau memang tidak ada, saran dari saya agar bisa menambahkan mapel PAI",0,"['maaf', 'zenius', 'guru', 'mapel', 'pai', 'download', 'cek', 'tidak', 'ada', 'kait', 'ajar', 'pai', 'ya', 'min', 'tidak', 'ada', 'saran', 'mapel', 'pai']"
5,11/27/2022 13:38,Sangat membantu saat pelajaran matematika yang susah,2,"['bantu', 'ajar', 'matematika', 'susah']"
5,9/21/2022 13:42,"Bagusss, sukaa bangett sama Zeniusâ™¡â™¡!",2,"['bagusss', 'sukaa', 'bangett', 'zenius']"
5,9/28/2022 14:45,"Suka banget pokoknya, ngebantu dalam belajar sama pemahaman konsep dasar. Bikin pede pas jawab soal dan kalo ditanya guru xixixi, thanks!",2,"['suka', 'banget', 'pokok', 'ngebantu', 'ajar', 'paham', 'konsep', 'dasar', 'bikin', 'pede', 'pas', 'jawab', 'soal', 'kalo', 'guru', 'xixixi', 'thanks']"
5,3/7/2022 7:25,Diperlancar lagi dong aplikasinya ini mau lanjut video selanjutnya lama amat loadingnya padahal koneksi saya lancar jaya,0,"['lancar', 'aplikasi', 'video', 'lama', 'loadingnya', 'koneksi', 'lancar', 'jaya']"
3,1/22/2021 3:52,"Zeniusnya sama tutor nya udah seru, tapi apps nya yang sering eror bikin males. Tolong perbaiki lagi ya admin :)",1,"['zeniusnya', 'tutor', 'nya', 'udah', 'seru', 'apps', 'nya', 'eror', 'bikin', 'males', 'tolong', 'baik', 'ya', 'admin']"
5,7/6/2022 15:27,makasiii zenius! membantu banget buat belajar,2,"['makasiii', 'zenius', 'bantu', 'banget', 'ajar']"
5,7/26/2022 2:20,Sudah diperbaharui kok nggak bisa dibuka?,0,"['baharu', 'nggak', 'buka']"
5,5/28/2022 13:51,"semakin membaik, lag video sudah berkurang, terus untuk bug gak bisa buka pembahasan video soal juga sudah jarang muncul, tapi saya minta untuk perbaiki bug jawaban TO yang suka gak tersimpan padahal udah diisi pas balik lagi ke nomornya malah kosong gak ada jawaban.",1,"['baik', 'lag', 'video', 'kurang', 'bug', 'gak', 'buka', 'bahas', 'video', 'soal', 'jarang', 'muncul', 'baik', 'bug', 'jawab', 'to', 'suka', 'gak', 'simpan', 'udah', 'isi', 'pas', 'nomor', 'kosong', 'gak', 'ada', 'jawab']"
5,7/18/2022 5:04,Zenius itu ngebantu aku banget,2,"['zenius', 'ngebantu', 'banget']"
5,2/18/2022 9:54,"Saya suka aplikasinya, sangat membantu! But, saya kurang suka kalo penawaran berlangganannya lewat via telepon, kalo bisa chat whatsapp saja. Karena saya pribadi, ga nyaman ditelpon2:) terimakasih",1,"['suka', 'aplikasi', 'bantu', 'but', 'kurang', 'suka', 'kalo', 'tawar', 'langgan', 'via', 'telepon', 'kalo', 'chat', 'whatsapp', 'pribadi', 'ga', 'nyaman', 'telpon', 'terimakasih']"
3,3/21/2020 8:18,"Zenius bagus banget, tapi pas udah di update kok home nya gak ada muncul apa-apa dan pencariannya juga gak dapat, contoh materi utbk soshum??",1,"['zenius', 'bagus', 'banget', 'pas', 'udah', 'update', 'home', 'nya', 'gak', 'ada', 'muncul', 'cari', 'gak', 'contoh', 'materi', 'utbk', 'soshum']"
1,4/10/2022 6:18,"baru aja beli paket Zenius Ultima bootcamp Soshum , salah beli harusnya yg saintek udah chat Zenius Katanya Gabisa, padahal aku ga mau batal beli, cuma mau ganti program ke Saintek (krn kejar live class sainteknya) 700 rb kebuang sia sia, ga berguna. untuk siswa itu jumlah yg besar bgt",0,"['aja', 'beli', 'paket', 'zenius', 'ultima', 'bootcamp', 'soshum', 'salah', 'beli', 'yg', 'saintek', 'udah', 'chat', 'zenius', 'gabisa', 'ga', 'batal', 'beli', 'ganti', 'program', 'saintek', 'krn', 'kejar', 'live', 'class', 'sainteknya', 'rb', 'buang', 'sia', 'sia', 'ga', 'guna', 'siswa', 'yg', 'bgt']"
3,3/21/2021 14:34,"Sebenernya udah bagus sih,tapi sayangnya saya belum nemu yang untuk PELAJAR SMK jadi saya di aplikasi zenius ini cuma belajar Matematika aja??",1,"['sebenernya', 'udah', 'bagus', 'sih', 'sayang', 'belum', 'nemu', 'ajar', 'smk', 'aplikasi', 'zenius', 'ajar', 'matematika', 'aja']"
1,6/22/2022 6:01,"Maaf sebelumnya saya sudah berhenti berlangganan dari zenius. Dan bahkan sudah menghapus akun saya. Tetapi mengapa masih ada telepon dan SMS yang masuk. Tolong untuk pihak zenius tolong perbaiki masalah ini, jika masalah ini sudah selesai akan saya naikan bintangnya",0,"['maaf', 'henti', 'langgan', 'zenius', 'hapus', 'akun', 'ada', 'telepon', 'sms', 'masuk', 'tolong', 'zenius', 'tolong', 'baik', 'selesai', 'naik', 'bintang']"
2,7/17/2022 4:16,Haduh knp ngelag banget y pas baru doeloe padahal data nya baru di isi tolong di benerin lagi y,0,"['haduh', 'knp', 'ngelag', 'banget', 'y', 'pas', 'doeloe', 'data', 'nya', 'isi', 'tolong', 'benerin', 'y']"
5,4/21/2022 13:48,Zenius aplikasi si paling paling kece banget dah. Semoga aku lulus sbmptn.,2,"['zenius', 'aplikasi', 'si', 'kece', 'banget', 'dah', 'moga', 'lulus', 'sbmptn']"
1,9/13/2022 15:07,"Tolonglah kasih opsi biar bisa pindah ke mode lama, mode sekarang gak enak",0,"['tolong', 'kasih', 'opsi', 'biar', 'pindah', 'mode', 'lama', 'mode', 'gak', 'enak']"
5,4/18/2022 16:14,Sangat membantu sekali ðŸ˜,2,['bantu']
4,6/20/2022 23:06,"Aplikasinya si bagus pengajarannya enak tapi aplikasinya Suka ngeleg padahal jaringannya normal, jadinya agak kurang enak gitu saat belajar jadi harus nunggu. saya harap bisa diperbaiki lagi aplikasinya",1,"['aplikasi', 'si', 'bagus', 'ajar', 'enak', 'aplikasi', 'suka', 'ngeleg', 'jaring', 'normal', 'kurang', 'enak', 'gitu', 'ajar', 'nunggu', 'harap', 'baik', 'aplikasi']"
5,2/17/2022 5:33,Aplikasi ini sangat Nungguin ya!!! Bagus lah apa lagi !!,2,"['aplikasi', 'nungguin', 'ya', 'bagus']"
2,6/11/2022 23:39,Nyesel download kok mau daftar ajah susah nya minta ampun,0,"['nyesel', 'download', 'daftar', 'ajah', 'susah', 'nya', 'ampun']"
1,11/3/2022 12:54,"Nggak bisa masuk, padahal udah di perbarui",0,"['nggak', 'masuk', 'udah', 'baru']"
5,10/16/2022 12:53,awesome,2,['awesome']
1,2/22/2022 2:24,Apk gak guna burik sekali bikin kepala sakit gak ngerti,0,"['apk', 'gak', 'burik', 'bikin', 'kepala', 'sakit', 'gak', 'ngerti']"
1,4/6/2022 7:39,"Tolong kepada pihak marketing zenius, kalau mau promosi jangan melalui panggilan telepon yang terus-menerus. Saya merasa terganggu dengan hal tersebut.",0,"['tolong', 'marketing', 'zenius', 'promosi', 'panggil', 'telepon', 'terus', 'ganggu']"
3,7/31/2021 10:28,"Sistem pembelajarannya bagus, Tapi Aplikasi nya lemot. Tolong cepat di perbaiki ! karena mengganggu konsentrasi belajar.",1,"['sistem', 'ajar', 'bagus', 'aplikasi', 'nya', 'lot', 'tolong', 'cepat', 'baik', 'ganggu', 'konsentrasi', 'ajar']"
4,9/12/2022 6:10,"Tolong bug nya untuk selalu diperbaiki, karena ini sangat meresahkan dan mengganggu waktu belajar.",0,"['tolong', 'bug', 'nya', 'baik', 'resah', 'ganggu', 'ajar']"
5,3/10/2022 13:24,"Di aplikasi zenius sangat menyenangkan, tetapi karena saya guru Agama Islam mohon kalau bisa ada materi agama Islam di aplikasi zenius, terima kasihðŸ™",2,"['aplikasi', 'zenius', 'senang', 'guru', 'agama', 'islam', 'mohon', 'ada', 'materi', 'agama', 'islam', 'aplikasi', 'zenius', 'terima', 'kasih']"
1,12/1/2022 12:22,"Maaf kurang membantu, soal MTK yang gampang menjadi susah dan soal yang susah kurang penjelasannya.",0,"['maaf', 'kurang', 'bantu', 'soal', 'mtk', 'gampang', 'susah', 'soal', 'susah', 'kurang', 'jelas']"
5,4/17/2022 16:27,"Saya dan anak saya (kelas 2 SD) sudah coba belajar melalui ZenCore di aplikasi Zenius ini. Keren, sih. Membantu banget mengasah keterampilan otak sekaligus fundamental skills. Cara belajar yang mengasyikkan sih ini ðŸ˜ŠðŸ‘",2,"['anak', 'kelas', 'sd', 'coba', 'ajar', 'zencore', 'aplikasi', 'zenius', 'keren', 'sih', 'bantu', 'banget', 'asah', 'terampil', 'otak', 'fundamental', 'skills', 'ajar', 'asyik', 'sih']"
4,7/6/2022 10:54,Seru bikin paham cepataterinya...,2,"['seru', 'bikin', 'paham', 'cepataterinya']"
5,7/1/2022 7:50,"Materinya sih bagus, cuma fitur download nya ampas bgt, malah ga bisa di play videonya. Terus juga kadang centang nya suka ga bener. Padahal udh nonton semua malah sekitar 75%. Materi bagus tapi malah app nya g bgt.",1,"['materi', 'sih', 'bagus', 'fitur', 'download', 'nya', 'ampas', 'bgt', 'ga', 'play', 'video', 'kadang', 'centang', 'nya', 'suka', 'ga', 'bener', 'udh', 'nonton', 'materi', 'bagus', 'app', 'nya', 'g', 'bgt']"
5,8/2/2022 11:58,"Bagus bngt, APK nya suka, allhamdulillah bisa MTK juga aku makasih yah zenius",2,"['bagus', 'bngt', 'apk', 'nya', 'suka', 'allhamdulillah', 'mtk', 'makasih', 'yah', 'zenius']"
3,7/1/2021 4:08,"Aplikasi bagus dalam hal konsep dan materi serta cara penyampain, namun ada hal yang kurang baik dalam operasi aplikasi berjalan *lelet*",1,"['aplikasi', 'bagus', 'konsep', 'materi', 'penyampain', 'ada', 'kurang', 'operasi', 'aplikasi', 'jalan', 'lelet']"
5,9/23/2022 12:35,"Aplikasinya udah oke tapi,kekurangan nya gak bisa menampilkan semua materi(saat ini kan semester 1 kita cuma bisa lihat materi semester 1 doang dan kita gak bisa lihat materi semester 2",1,"['aplikasi', 'udah', 'oke', 'kurang', 'nya', 'gak', 'tampil', 'materi', 'semester', 'lihat', 'materi', 'semester', 'doang', 'gak', 'lihat', 'materi', 'semester']"
5,9/10/2022 4:57,Oke,2,['oke']
5,2/15/2022 12:52,Wahh apk nyaa sangatt membantu.,2,"['wahh', 'apk', 'nyaa', 'sangatt', 'bantu']"
5,2/19/2022 11:46,Hayyiiee suka banget sama aplikasi ini membantu banget Apa lagi aku ada osn fixx deh ini apk ter debessâ­â­â­â­â­ðŸ’•ðŸ’•,2,"['hayyiiee', 'suka', 'banget', 'aplikasi', 'bantu', 'banget', 'ada', 'osn', 'fixx', 'deh', 'apk', 'ter', 'debess']"
3,6/22/2022 1:29,"Aplikasi nya bagus, tapi di video pembelajaran banyak yang salah Contoh nya:57 bilangan prima Padahal kan faktor bilangan prima hanya 1 dan dirinya sendiri tapi 57 kan masi bisa dibagi 3. Tolong perbaiki ya zeni :D",1,"['aplikasi', 'nya', 'bagus', 'video', 'ajar', 'salah', 'contoh', 'nya', 'bilang', 'prima', 'faktor', 'bilang', 'prima', 'mas', 'bagi', 'tolong', 'baik', 'ya', 'zeni', 'd']"
5,3/19/2022 7:07,Mantap aku jadi bisa,2,['mantap']
5,6/27/2022 13:20,"Dewi udah cobain Zenius, menyenangkan banget cara belajarnya bisa menyesuaikan cara belajar bagi para pelajar. Si sulung lihat videonya juga menarik karena bahasa mudah dimengerti dan infografis jelas:)",2,"['dewi', 'udah', 'cobain', 'zenius', 'senang', 'banget', 'ajar', 'sesuai', 'ajar', 'ajar', 'si', 'sulung', 'lihat', 'video', 'tarik', 'bahasa', 'mudah', 'erti', 'infografis']"
5,8/4/2022 6:40,"Alhamdulillah, aplikasi ini sangat membantu",2,"['alhamdulillah', 'aplikasi', 'bantu']"
5,7/26/2022 12:53,Suka bgttttt makasii bantu buat aku belajar selain les makasih banyak yg buat aplikasi ini @@@@@,2,"['suka', 'bgttttt', 'makasii', 'bantu', 'ajar', 'les', 'makasih', 'yg', 'aplikasi']"
5,1/28/2022 8:43,"makasih zenius dengan adanya apk bimbel ini aku jadi semangat banget buat belajar, makasihðŸ˜–ðŸ’—",2,"['makasih', 'zenius', 'apk', 'bimbel', 'semangat', 'banget', 'ajar', 'makasih']"
2,7/1/2022 12:00,Notifnya ganggu banget,0,"['notifnya', 'ganggu', 'banget']"
5,8/22/2022 8:21,bagus coy,2,"['bagus', 'coy']"
4,9/30/2022 10:50,"App zenius lemot, enakan pake web, nyedot internetnya seakan ""gak berani"". Padahal buka apps seperti kamutube, toktik cepet2 aja. Jadi, saya rasa masalah bukan pada device atau jaringan internet saya. Tetapi dari apps zenius itu sendiri. Mohon dikembangkan lagi.",0,"['app', 'zenius', 'lot', 'enak', 'pake', 'web', 'nyedot', 'internetnya', 'akan', 'gak', 'berani', 'buka', 'apps', 'kamutube', 'toktik', 'cepet', 'aja', 'device', 'jaring', 'internet', 'apps', 'zenius', 'mohon', 'kembang']"
5,4/20/2022 8:47,"Mudah di pahami. Dijelasinnya juga dari awal banget, yang njelasin langsung ke inti, ga bertele tele, eh ga si kadang bercanda, dan pake bahasa informal, seolah olah udh akrab gitu jadi enak. Gratis lagi. Dan ada simak kampus sama utbk gitu jadi mau fokus belajar apa jadi gampang. Live classnya juga asik. Kalo mau bertanya bisa anonim juga. Saran ada mode gelap dong, sama aplikasinya sering lemot, sayang banget. Kalau mau make pastikan jaringan anda, sinyal anda, dan jangan lupa hp anda, cepat.",2,"['mudah', 'paham', 'dijelasinnya', 'banget', 'njelasin', 'langsung', 'inti', 'ga', 'tele', 'tele', 'eh', 'ga', 'si', 'kadang', 'canda', 'pake', 'bahasa', 'informal', 'olah', 'udh', 'akrab', 'gitu', 'enak', 'gratis', 'ada', 'simak', 'kampus', 'utbk', 'gitu', 'fokus', 'ajar', 'gampang', 'live', 'classnya', 'asik', 'kalo', 'anonim', 'saran', 'ada', 'mode', 'gelap', 'aplikasi', 'lot', 'sayang', 'banget', 'make', 'pasti', 'jaring', 'sinyal', 'lupa', 'hp', 'cepat']"
4,3/9/2022 9:07,Senang bisa ikut pembelajaran di chanel Zenius berbagi ilmu...,2,"['senang', 'ajar', 'chanel', 'zenius', 'bagi', 'ilmu']"
1,6/26/2022 9:26,zenius bisa berhenti nelpon ga? ganggu bgt,0,"['zenius', 'henti', 'nelpon', 'ga', 'ganggu', 'bgt']"
5,6/2/2022 15:04,"CS-nya cepat tanggap, memang tak salah memilih Zenius sebagai partner untuk utbk",2,"['cs', 'nya', 'cepat', 'tanggap', 'salah', 'pilih', 'zenius', 'partner', 'utbk']"
1,1/7/2023 13:39,Mata pelajaran sekolah kurang,0,"['mata', 'ajar', 'sekolah', 'kurang']"
3,8/25/2020 12:05,Sebenarnya aplikasi ini bagus banget buat belajar tapi masa di suruh update terus udah 2 kali aku update di suruh update lagi Mohon di perbaiki ya????,1,"['aplikasi', 'bagus', 'banget', 'ajar', 'suruh', 'update', 'udah', 'kali', 'update', 'suruh', 'update', 'mohon', 'baik', 'ya']"
2,11/28/2022 13:21,"Aplikasinya sangat membantu, tapi alangkan baiknya tutornya agak cepat jawab pertanyaan-pertanyaan, masa pertanyaan tahun kemarin baru di jawab sekarang Kenapa lama banget udh beberapa jam pdahal",1,"['aplikasi', 'bantu', 'alang', 'baik', 'tutor', 'cepat', 'jawab', 'kemarin', 'jawab', 'lama', 'banget', 'udh', 'jam', 'pdahal']"
4,5/10/2022 16:52,"Baguss banget, cepet ngerti materinyaðŸ˜­ðŸ™ semoga materi mata pelajarannya makin lengkapp",2,"['baguss', 'banget', 'cepet', 'ngerti', 'materi', 'moga', 'materi', 'mata', 'ajar', 'lengkapp']"
